Data,Arquivo,Publicação,UF,Outras informações,Imagem,Onde está,Destaque,Tipo,Assunto,Complemento,Localização,Interesse,Outras informações
1980.02.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4229825.png,"Teatro, 3a coluna ao centro, “Ao Acaso das Ruas”",4229825h.png,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1980.02.02,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4230102.png,"Teatro, 3a coluna ao centro abaixo, “Ao Acaso das Ruas”",4230102h.png,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1980.02.03,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4230543.png,"Teatro, 2a coluna ao centro abaixo, “Ao Acaso das Ruas”",4230543h.png,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1980.02.03,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada e Folhetim,4230565.png,"Destaques de hoje na televisão, 2a coluna",4230565h.png,TV,"Canal 2, Ponto de Encontro","Participação de Irene (foto) e Marcus Vinícius no programa Ponto de Encontro, eles cantam e falam de suas regiões de origem.",Tv Cultura,Alto,
1980.02.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4231313.png,"Teatro, 1a coluna embaixo, “Ao Acaso das Ruas”",4231313h.png,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1980.02.09,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4232504.png,"Teatro, 1a coluna centro, “Ao Acaso das Ruas”, no meio",4232504h.png,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1980.02.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4232977.png,"Teatro, 1a coluna centro, “Ao Acaso das Ruas”",4232977h.png,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1980.02.11,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4233295.png,"Teatro, “Ao Acaso das Ruas”",4233295h.png,Teatro,Ao Acaso das Ruas,"Anúncio (foto), último dia de apresentação","Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",Baixo,
1980.03.02,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4230062.png,"Destaques de hoje na televisão, 2a coluna, penultimo parágrafo",4230062h.png,TV,"Canal 2, Ponto de Encontro",Participação de Irene (foto) e Marcus Vinícius no programa Ponto de Encontro.,Tv Cultura,Baixo,
1980.03.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4230953.png,"Destaques de hoje na televisão, 2a coluna, penultimo parágrafo",4230953h.png,TV,"Canal 2, Ponto de Encontro",Marcos Vinicius,,,
1980.04.03,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4235342.png,Diversos cantores no “Projeto Musical Funarte”,4235342h.png,Show,Projeto Musical Funarte,Descrição do formato do Projeto Musical Funarte,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",Médio,
1980.04.17,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4306831.png,"Shows, 1a coluna, Irene Portela",4306831h.png,Show,Show solo,Anúncio. Participação especial de Fabio Leal.,"Fulô da Laranjeira – Alameda Santos, 2528, Jardim Paulista, São Paulo, SP",Baixo,
1980.04.19,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4307527.png,"Shows, 2a coluna, Irene Portela",4307527h.png,Show,Show solo,Anúncio. Participação especial de Fabio Leal.,"Fulô da Laranjeira – Alameda Santos, 2528, Jardim Paulista, São Paulo, SP",Baixo,
1980.04.19,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4307560.png,"As novas cantoras do rádio, 5a linha, 5a coluna",4307560h.png,Show,Projeto Musical Funarte,Propaganda,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",Baixo,
1980.04.27,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4310931.png,"As novas cantoras do rádio, 4a linha, 2a coluna",4310931h.png,Show,Projeto Musical Funarte,Propaganda,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",Baixo,
1980.04.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4311466.png,"Um novo espaço para Rosa Maria na MPB, 3o parágrafo",,Disco,“Vagando” de Rosa Maria,,,,
1980.04.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4311466.png,As novas cantoras do rádio,,Show,Projeto Musical Funarte,,,,
1980.04.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4311475.png,"Fortes muda de gênero, Bennett prepara a chegada, 2o parágrafo",,Disco,“Vagando” de Rosa Maria,,,,
1980.04.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4311822.png,As novas cantoras do rádio,4311822h.png,Show,Projeto Musical Funarte,Propaganda,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",Baixo,
1980.04.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4312217.png,As novas cantoras do rádio,,Show,Projeto Musical Funarte,,,,
1980.05.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4242697.png,"As novas cantoras do rádio, 1o paragrafo e 1o da 2a coluna",,Show,Projeto Musical Funarte,,,,
1980.05.26,Hemeroteca da Biblioteca Nacional,A Luta Democratica : Um jornal de luta feito por homens que lutam pelos que não podem lutar,RJ,Edição 07941,I0066595-2Alt=002929Lar=001884LargOri=004152AltOri=006454.JPG,"A noite é o espetáculo, 2a. coluna.",I0066595.png,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,,Baixo,
1980.05.26,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00048,I0007367-2Alt=002998Lar=001884LargOri=004257AltOri=006774.JPG,"Contraponto, Em trânsito, 1o. parágrafo.",I0007367.png,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Vários: Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ; Teatro Sesc - Av. Automóvel Clube, 66, Centro, São João de Meriti, RJ; Teatro Rondon Pacheco - Rua Santos Dumont, 517, Centro, Uberlândia, MG; Teatro do Centro de Convivência - Praça Imprensa Fluminense, Cambuí, Campinas, SP; Teatro Cacilda Becker - Praça Samuel Sabatini, 50, Centro, São Bernardo do Campo, SP; Teatro Ouro Verde - Rua Maranhão, 85, Centro, Londrina, PR; Teatro Álvaro de Carvalho - Rua Marechal Guilherme, 26, Centro, Florianópolis, SC; Teatro Carlos Gomes – Rua XV de Novembro, 1181, Centro, Blumenau, SC",Baixo,
1980.05.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4317854.png,"Gil e Jimmy Cliff, para ninguém perder, 1a coluna no fim",,Show,Projeto Musical Funarte,,,,
1980.05.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4318099.png,"Irene Portela, música e poesia",,Show,Projeto Musical Funarte,“Dia de Festa”,,,
1980.05.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4318104.png,"Shows, Irene Portela",,Show,Projeto Musical Funarte,“Dia de Festa”,,,
1980.05.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4318230.png,"Headline e Shows, Irene Portela",,Show,Projeto Musical Funarte,“Dia de Festa”,,,
1980.05.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4318386.png,"Shows, Irene Portela",,Show,Projeto Musical Funarte,“Dia de Festa”,,,
1980.05.31,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4318544.png,"Shows, Irene Portela",,Show,Projeto Musical Funarte,"Foto, “Dia de Festa”",,,
1980.06.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4244884.png,"Shows, Irene Portela",,Show,Projeto Musical Funarte,“Dia de Festa”,,,
1980.06.04,Hemeroteca da Biblioteca Nacional,Diário do Paraná: Orgao dos Diários Associados,PR,Edição 07511,I0142119-2Alt=002787Lar=001884LargOri=004422AltOri=006542.JPG,"Projetos, Roteiro e as duplas, 2o. parágrafo.",I0142119.png,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Vários: Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ; Teatro Sesc - Av. Automóvel Clube, 66, Centro, São João de Meriti, RJ; Teatro Rondon Pacheco - Rua Santos Dumont, 517, Centro, Uberlândia, MG; Teatro do Centro de Convivência - Praça Imprensa Fluminense, Cambuí, Campinas, SP; Teatro Cacilda Becker - Praça Samuel Sabatini, 50, Centro, São Bernardo do Campo, SP; Teatro Ouro Verde - Rua Maranhão, 85, Centro, Londrina, PR; Teatro Álvaro de Carvalho - Rua Marechal Guilherme, 26, Centro, Florianópolis, SC; Teatro Carlos Gomes – Rua XV de Novembro, 1181, Centro, Blumenau, SC",Baixo,
1980.06.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4245786.png,"Headline e Shows, Irene Portela",,Show,Projeto Musical Funarte,“Dia de Festa”,,,
1980.06.06,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4245987.png,"Shows, Irene Portela, centro",,Show,Projeto Musical Funarte,“Dia de Festa”,,,
1980.06.06,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4245998.png,"As novas cantoras do rádio, Irene Portela",,Show,Projeto Musical Funarte,Propaganda,,,
1980.06.07,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4246162.png,"Headline e Shows, Irene Portela",,Show,Projeto Musical Funarte,“Dia de Festa”,,,
1980.06.08,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4246458.png,"Shows, Irene Portela",,Show,Projeto Musical Funarte,"Foto, “Dia de Festa”",,,
1980.06.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4246882.png,"Regional, São João fará a programação Guiomar Novaes",,Show,4a Semana Guiomar Novaes em São João da Boa vista,,,,
1980.06.13,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00066,I0008234-2Alt=002976Lar=001884LargOri=004270AltOri=006744.JPG,"A surpresa é Agnaldo Timóteo, 3o. parágrafo.",I0008234.png,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",Médio,
1980.06.19,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00072,I0008537-2Alt=003015Lar=001884LargOri=004272AltOri=006837.JPG,"Show, Projeto Pixinguinha.",I0008537.png,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",Baixo,
1980.06.20,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00073,I0008587-2Alt=003019Lar=001884LargOri=004268AltOri=006838.JPG,"Show, 1a. coluna de atrações, penúltima atração, Projeto Pixinguinha",I0008587.png,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",Baixo,
1980.06.24,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00077,I0008813-2Alt=002978Lar=001884LargOri=004228AltOri=006682.JPG,"Show, Projeto Pixinguinha.",I0008813.png,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Sesc - Av. Automóvel Clube, 66, Centro, São João de Meriti, RJ",Baixo,
1980.06.25,Hemeroteca da Biblioteca Nacional,A Luta Democratica : Um jornal de luta feito por homens que lutam pelos que não podem lutar,RJ,Edição 07963,I0066793-2Alt=002911Lar=001884LargOri=004197AltOri=006484.JPG,"A noite é o espetáculo, 4o. bloco.",I0066793.png,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",Baixo,
1980.06.25,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00078,I0008851-2Alt=002975Lar=001884LargOri=004232AltOri=006683.JPG,"Show, Projeto Pixinguinha.",I0008851.png,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Sesc - Av. Automóvel Clube, 66, Centro, São João de Meriti, RJ",Baixo,
1980.06.28,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00172,I0010244-2Alt=002426Lar=001453LargOri=003906AltOri=006521.JPG,Quinteto Violado… 1o parágrafo,I0010244.png,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,Região Sul,Baixo,
1980.06.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4320854.png,Projeto Pixinguinha,,Show,Projeto Pixinguinha,Propaganda,,,
1980.06.30,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00083,I0009189-2Alt=002936Lar=001884LargOri=004277AltOri=006664.JPG,"Quixadá já tem a sua cantora de Bossa Nova, 2o. parágrafo.",I0009189.png,Disco,“Equatorial” de Teti,"Crítica do disco da Teti, o autor comenta brevemente sobre a convicção da Irene",,Baixo,
1980.07.24,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4323880.png,"Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1980.07.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4324149.png,"Shows, 2a coluna, Irene Portela",,Show,Show solo,,,,
1980.07.27,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4324708.png,"Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1980.07.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00111,I0010629-2Alt=002969Lar=001884LargOri=004279AltOri=006744.JPG,"Teatro, segundo bloco, terceira coluna, Donana.",I0010629.png,Teatro,Três dias para Donana,Donana era um monólogo,"Teatro Leopoldo Fróes – Rua Manoel de Abreu 16, Centro, Niterói, RJ",Baixo,
1980.08.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4258574.png,"Discos/Lançamentos, 2a coluna, centro, Chico Maranhão",,Disco,“Fonte Nova” de Chico Maranhão,,,,
1980.08.15,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4259170.png,"Shows, 1a coluna, Deo Lopes",,Show,Anuncio do show de Deo Lopes,,,,
1980.08.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4324711.png,"Shows, 1a coluna, Irene Portela",,Show,Projeto Acorde do Teatro do Bexiga,,,,
1980.08.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4324745.png,"Shows, Transe, coração e veneno",,Show,Projeto Acorde do Teatro do Bexiga,,,,
1980.08.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4324955.png,"Shows, 1a coluna, Irene Portela",,Show,Projeto Acorde do Teatro do Bexiga,,,,
1980.09.04,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4260738.png,"Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1980.09.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4260943.png,"Headline e Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1980.09.06,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4261127.png,"Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1980.09.09,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4261927.png,"Maricene grava enfim seu LP, 1o paragrafo e 1o da 2a coluna",,Disco,“Maricene” de Maricene Costa,"“Bailarina”, composição de Irene",,,
1980.09.11,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4262272.png,"Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1980.09.12,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4262447.png,"Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1980.09.13,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4262593.png,"Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1980.11.03,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4270147.png,"Espetáculos arejados, com Caubi e Matogrosso, final do 2o paragrafo",,Citação,Projeto Musical Funarte,,,,
1980.11.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Folhinha,4331237.png,"A “barra” está em cartaz, 6o paragrafo",,Citação,Projeto: Arte Escola Formação e Informação,Teatro Célia Helena,,,
1980.12.08,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,4275602.png,"A temporada nas peruas do SNT, 2a coluna, 2o paragrafo",,Citação,Projeto: Arte Escola Formação e Informação,Teatro Célia Helena,,,
1980.12.19,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4332316.png,"Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1981.01.15,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4302810.png,"Shows, 1a coluna, Irene Portela",,Show,Show com Eliane Estevão,,,,
1981.01.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4306077.png,"Shows, 1a coluna, Irene Portela",,Show,Show solo,Foto,,,
1981.01.31,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4306116.png,"Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1981.04.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4306366.png,"Shows, 1a coluna, Deo Lopes",,Direção,Anuncio do show de Deo Lopes,,,,
1981.04.02,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4306716.png,"Shows, 1a coluna no final, Deo Lopes",,Direção,Anuncio do show de Deo Lopes,,,,
1981.04.03,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4307053.png,"Shows, 2a coluna, Deo Lopes",,Direção,Anuncio do show de Deo Lopes,,,,
1981.04.04,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4307334.png,"Shows, 2a coluna, Deo Lopes",,Direção,Anuncio do show de Deo Lopes,,,,
1981.04.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4307794.png,"Shows, 2a coluna, Deo Lopes",,Direção,Anuncio do show de Deo Lopes,,,,
1981.04.08,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4309000.png,"Shows, 1a coluna, Deo Lopes",,Direção,Anuncio do show de Deo Lopes,,,,
1981.04.08,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4309019.png,Bonecos contam tragedia de Palomares,,Teatro,Palomares,,,,
1981.04.09,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4309349.png,"Shows, 2a coluna, Deo Lopes",,Direção,Anuncio do show de Deo Lopes,,,,
1981.04.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4309725.png,"Headline, Shows, 1a coluna, Irene Portela",,Show,Show solo,,,,
1981.04.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4309725.png,"Shows, 2a coluna, Deo Lopes",,Direção,Anuncio do show de Deo Lopes,,,,
1981.04.11,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4310009.png,"Shows, 2a coluna, Deo Lopes",,Direção,Anuncio do show de Deo Lopes,,,,
1981.04.12,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4310548.png,"Shows, 2a coluna, Deo Lopes",,Direção,Anuncio do show de Deo Lopes,,,,
1981.05.24,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00046,I0025317-20Alt=003009Lar=001884LargOri=004230AltOri=006753.JPG,"O som nosso de cada dia, Pauta Nordestina, 2a. coluna.",I0025317.png,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Médio,
1981.05.25,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00047,I0025408-2Alt=003044Lar=001884LargOri=004243AltOri=006856.JPG,"Show, Sem entusiasmo, 2a. coluna.",I0025408.png,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Médio,
1981.05.26,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00048,I0025468-2Alt=003033Lar=001884LargOri=004182AltOri=006732.JPG,"Show, Irene Portela e Eliana Estevão.",I0025468.png,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1981.05.27,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00049,I0025505-2Alt=003037Lar=001884LargOri=004177AltOri=006734.JPG,"Show, Irene Portela e Eliana Estevão.",I0025505.png,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1981.05.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00050,I0025543-2Alt=003041Lar=001884LargOri=004209AltOri=006795.JPG,"Show, 2a. coluna, Irene Portela e Eliana Estevão.",I0025543.png,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1981.05.29,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00051,I0025586-2Alt=003033Lar=001884LargOri=004211AltOri=006778.JPG,"Show, penúltima coluna do lado direito da mão da cantora da foto, Irene Portela e Eliana Estevão.",I0025586.png,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1981.05.30,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00052,I0025618-2Alt=003028Lar=001884LargOri=004216AltOri=006774.JPG,"Show, 3a. coluna, Irene Portela e Eliana Estevão.",I0025618.png,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1981.06.02,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00055,I0025795-2Alt=002941Lar=001884LargOri=004323AltOri=006748.JPG,"Show, 1a. coluna, Irene Portela e Eliana Estevão.",I0025795.png,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1981.06.03,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00056,I0025831-2Alt=002958Lar=001884LargOri=004270AltOri=006706.JPG,"Show, 4a. coluna, Irene Portela e Eliana Estevão.",I0025831.png,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1981.06.04,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00057,I0025870-2Alt=002995Lar=001884LargOri=004310AltOri=006853.JPG,"Show, 3a. coluna, Irene Portela e Eliana Estevão.",I0025870.png,Show,Eliane Estevão,Com Eliane Estevão,"Sala Funarte Sidney Miller - Rua da Imprensa, 16, Centro, Rio de Janeiro, RJ",Baixo,
1981.07.12,Hemeroteca da Biblioteca Nacional,Diário do Paraná: Orgao dos Diários Associados,PR,Edição 07848,I0147429-2Alt=002982Lar=001884LargOri=004354AltOri=006892.JPG,"O bom Carlos Pita, 3a. coluna.",I0147429.png,Disco,“Coração de Indio” de Carlos Pita,"Lançamento do segundo elepê do Carlos Pita com participação especial de Irene na música ""Casa das Flautas""",,Médio,
1981.10.27,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4208847.png,"Circo Mal-Me-Quer, um novo espaço musical na cidade",,Show,Vozes do Brasil,Premeditando o Breque,,,
1981.10.27,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4208860.png,"Shows – Teatro, Vozes do Brasil",,Show,Vozes do Brasil,Premeditando o Breque,,,
1981.10.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4209366.png,"Shows – Teatro, Vozes do Brasil",,Show,Vozes do Brasil,Premeditando o Breque,,,
1981.10.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4209601.png,"Shows – Teatro, Vozes do Brasil",,Show,Vozes do Brasil,Premeditando o Breque,,,
1981.11.01,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00207,I0032622-2Alt=002960Lar=001884LargOri=004280AltOri=006724.JPG,"O som nosso de cada dia, Espaços Abertos, 3a. coluna.",I0032622.png,Show,Circo Mal-me-quer,Inauguração do espaço,"Circo Mal-Me-Quer – Praça Roosevelt, São Paulo, SP",Baixo,
1981.12.09,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4213993.png,"Lançamento, Agenda 1982 – Tempo da Mulher",,Show,"Lançamento do livro “O movimento de mulheres, suas perspectivas”",,,,
1982.03.04,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4307650.png,Grade com shows,,Show,Mês Musical Elis Regina,,,,
1982.03.06,Hemeroteca da Biblioteca Nacional,Diário do Paraná: Orgao dos Diários Associados,PR,Edição 08044,I0150992-2Alt=002979Lar=001884LargOri=004260AltOri=006736.JPG,"“Donana”, um problema social, 2a. coluna.",I0150992.png,Teatro,Três dias para Donana,Músicas de Irene Portela,"Teatro Guaíra - Rua XV de Novembro, 971, Centro, Curitiba, PR",Médio,
1982.03.14,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,4312052.png,"Shows, Mês Musical Elis Regina",,Show,Mês Musical Elis Regina,,,,
