Data,Arquivo,Publicação,UF,Outras informações da publicação,Tipo,Assunto,Complemento,Localização,Recorte,Interesse,Imagem original,Onde está,Mais
1980.01.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,TV,Primeiro Especial de MPB na RTC (Canal 2),"Primeiro especial de MPB no canal RTC (Canal 2) com participação de Baden Powell (foto), Silvia Maria, Marcus Vinícius, Irene Portela e Luís Carlos Maranhão.",Tv Cultura,4430688h.png,Baixo,4430688.png,"Destaques de hoje na televisão, 2a coluna ao centro",
1980.01.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Festival de Verão do Guarujá,Texto sobre o Festival de Verão do Guarujá 80,"Circo – Praia da Enseada, Guarujá, SP",4431163h.png,Médio,4431163.png,"Samba, a atração principal do Festival do Guarujá 80, 2a coluna fim do 1o paragráfo",
1980.01.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Mais uma temporada do espetáculo.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4431167h.png,Baixo,4431167.png,"“Ao Acaso das Ruas”, de novo em cartaz",
1980.01.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4431300h.png,Baixo,4431300.png,"Teatro, 3a coluna ao centro, “Ao Acaso das Ruas”",
1980.01.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Teatro,Ao Acaso das Ruas,Anúncio (foto).,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4431448h.png,Médio,4431448.png,"Teatro, 3a coluna ao centro, “Ao Acaso das Ruas”",
1980.01.31,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4431611h.png,Baixo,4431611.png,"Teatro, 2a coluna ao centro abaixo, “Ao Acaso das Ruas”",
1980.02.01,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00297,Citação,Sala Funarte,,,I0001534.png,Baixo,I0001534-2Alt=002974Lar=001884LargOri=004288AltOri=006767.JPG,"“Show” no centro agora é na sala Funarte, 3o. parágrafo.",
1980.02.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4229825h.png,Baixo,4229825.png,"Teatro, 3a coluna ao centro, “Ao Acaso das Ruas”",
1980.02.02,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4230102h.png,Baixo,4230102.png,"Teatro, 3a coluna ao centro abaixo, “Ao Acaso das Ruas”",
1980.02.03,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4230543h.png,Baixo,4230543.png,"Teatro, 2a coluna ao centro abaixo, “Ao Acaso das Ruas”",
1980.02.03,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada e Folhetim,TV,"Canal 2, Ponto de Encontro","Participação de Irene (foto) e Marcus Vinícius no programa Ponto de Encontro, eles cantam e falam de suas regiões de origem.",Tv Cultura,4230565h.png,Alto,4230565.png,"Destaques de hoje na televisão, 2a coluna",
1980.02.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4231313h.png,Baixo,4231313.png,"Teatro, 1a coluna embaixo, “Ao Acaso das Ruas”",
1980.02.09,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4232504h.png,Baixo,4232504.png,"Teatro, 1a coluna centro, “Ao Acaso das Ruas”, no meio",
1980.02.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,Anúncio.,"Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4232977h.png,Baixo,4232977.png,"Teatro, 1a coluna centro, “Ao Acaso das Ruas”",
1980.02.11,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Teatro,Ao Acaso das Ruas,"Anúncio (foto), último dia de apresentação","Teatro Célia Helena – Rua Barão de Iguape, 113, Liberdade, São Paulo, SP",4233295h.png,Baixo,4233295.png,"Teatro, “Ao Acaso das Ruas”",
1980.03.02,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,TV,"Canal 2, Ponto de Encontro",Participação de Irene (foto) e Marcus Vinícius no programa Ponto de Encontro.,Tv Cultura,4230062h.png,Baixo,4230062.png,"Destaques de hoje na televisão, 2a coluna, penultimo parágrafo",
1980.03.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,TV,"Canal 2, Ponto de Encontro",Marcos Vinicius,,4230953h.png,,4230953.png,"Destaques de hoje na televisão, 2a coluna, penultimo parágrafo",
1980.04.03,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,Descrição do formato do Projeto Musical Funarte,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4235342h.png,Médio,4235342.png,Diversos cantores no “Projeto Musical Funarte”,
1980.04.17,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,Anúncio. Participação especial de Fabio Leal.,"Fulô da Laranjeira – Alameda Santos, 2528, Jardim Paulista, São Paulo, SP",4306831h.png,Baixo,4306831.png,"Shows, 1a coluna, Irene Portela",
1980.04.19,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,Anúncio. Participação especial de Fabio Leal.,"Fulô da Laranjeira – Alameda Santos, 2528, Jardim Paulista, São Paulo, SP",4307527h.png,Baixo,4307527.png,"Shows, 2a coluna, Irene Portela",
1980.04.19,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,Propaganda,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4307560h.png,Baixo,4307560.png,"As novas cantoras do rádio, 5a linha, 5a coluna",
1980.04.27,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,Propaganda,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4310931h.png,Baixo,4310931.png,"As novas cantoras do rádio, 4a linha, 2a coluna",
1980.04.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Disco,“Vagando” de Rosa Maria,Critica de lançamento do disco “Vagando” de Rosa Maria,,4311466h.png,Médio,4311466.png,"Um novo espaço para Rosa Maria na MPB, 3o parágrafo",
1980.04.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,Propaganda,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4311466hb.png,Baixo,4311466.png,As novas cantoras do rádio,
1980.04.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Disco,“Vagando” de Rosa Maria,Breve descrição do disco “Vagando” lançado por Rosa Maria,,4311475h.png,Baixo,4311475.png,"Fortes muda de gênero, Bennett prepara a chegada, 2o parágrafo",
1980.04.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,Propaganda,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4311822h.png,Baixo,4311822.png,As novas cantoras do rádio,
1980.04.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,Propaganda,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4312217h.png,Baixo,4312217.png,As novas cantoras do rádio,
1980.05.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,Apresentação das cantoras e descrição do formato do Projeto Musical Funarte,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4242697h.png,Médio,4242697.png,"As novas cantoras do rádio, 1o paragrafo e 1o da 2a coluna",
1980.05.26,Hemeroteca da Biblioteca Nacional,A Luta Democratica : Um jornal de luta feito por homens que lutam pelos que não podem lutar,RJ,Edição 07941,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,,I0066595.png,Baixo,I0066595-2Alt=002929Lar=001884LargOri=004152AltOri=006454.JPG,"A noite é o espetáculo, 2a. coluna.",
1980.05.26,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00048,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Vários: Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ; Teatro Sesc - Av. Automóvel Clube, 66, Centro, São João de Meriti, RJ; Teatro Rondon Pacheco - Rua Santos Dumont, 517, Centro, Uberlândia, MG; Teatro do Centro de Convivência - Praça Imprensa Fluminense, Cambuí, Campinas, SP; Teatro Cacilda Becker - Praça Samuel Sabatini, 50, Centro, São Bernardo do Campo, SP; Teatro Ouro Verde - Rua Maranhão, 85, Centro, Londrina, PR; Teatro Álvaro de Carvalho - Rua Marechal Guilherme, 26, Centro, Florianópolis, SC; Teatro Carlos Gomes – Rua XV de Novembro, 1181, Centro, Blumenau, SC",I0007367.png,Baixo,I0007367-2Alt=002998Lar=001884LargOri=004257AltOri=006774.JPG,"Contraponto, Em trânsito, 1o. parágrafo.",
1980.05.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,"Em notícia de shows do Gil e Jimmy Cliff, o jornalista destaca o show da Irene pelo Projeto Musical Funarte","Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4317854h.png,Médio,4317854.png,"Gil e Jimmy Cliff, para ninguém perder, 1a coluna no fim",
1980.05.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,Apresentação do show nomeado de “Dia de Festa” que foi apresentado no Projeto Musical Funarte. Breve entrevista.,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4318099h.png,Alto,4318099.png,"Irene Portela, música e poesia",
1980.05.28,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,“Dia de Festa”,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4318104h.png,Médio,4318104.png,"Shows, Irene Portela",
1980.05.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,“Dia de Festa”,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4318230h.png,Baixo,4318230.png,"Headline e Shows, Irene Portela",
1980.05.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,“Dia de Festa”,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4318386h.png,Baixo,4318386.png,"Shows, Irene Portela",
1980.05.31,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,“Dia de Festa” (foto),"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4318544h.png,Alto,4318544.png,"Shows, Irene Portela",
1980.06.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,“Dia de Festa”,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4244884h.png,Baixo,4244884.png,"Shows, Irene Portela",
1980.06.04,Hemeroteca da Biblioteca Nacional,Diário do Paraná: Orgao dos Diários Associados,PR,Edição 07511,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Vários: Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ; Teatro Sesc - Av. Automóvel Clube, 66, Centro, São João de Meriti, RJ; Teatro Rondon Pacheco - Rua Santos Dumont, 517, Centro, Uberlândia, MG; Teatro do Centro de Convivência - Praça Imprensa Fluminense, Cambuí, Campinas, SP; Teatro Cacilda Becker - Praça Samuel Sabatini, 50, Centro, São Bernardo do Campo, SP; Teatro Ouro Verde - Rua Maranhão, 85, Centro, Londrina, PR; Teatro Álvaro de Carvalho - Rua Marechal Guilherme, 26, Centro, Florianópolis, SC; Teatro Carlos Gomes – Rua XV de Novembro, 1181, Centro, Blumenau, SC",I0142119.png,Baixo,I0142119-2Alt=002787Lar=001884LargOri=004422AltOri=006542.JPG,"Projetos, Roteiro e as duplas, 2o. parágrafo.",
1980.06.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,“Dia de Festa”,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4245786h.png,Baixo,4245786.png,"Headline e Shows, Irene Portela",
1980.06.06,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,“Dia de Festa”,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4245987h.png,Baixo,4245987.png,"Shows, Irene Portela, centro",
1980.06.06,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,Propaganda,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4245998h.png,Médio,4245998.png,"As novas cantoras do rádio, Irene Portela",
1980.06.07,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,“Dia de Festa”,"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4246162h.png,Baixo,4246162.png,"Headline e Shows, Irene Portela",
1980.06.08,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Musical Funarte,“Dia de Festa” (foto),"Sala Guiomar Novaes – Alameda Nothmann, 1058, Campos Elísios, São Paulo, SP",4246458h.png,Alto,4246458.png,"Shows, Irene Portela",
1980.06.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,4a Semana Guiomar Novaes em São João da Boa vista,"A semana cultural contou com a participação de Irene, Toquinho e a Banda de Pífanos de Caruaru; entre outros",,4246882h.png,Médio,4246882.png,"Regional, São João fará a programação Guiomar Novaes",
1980.06.13,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00066,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",I0008234.png,Médio,I0008234-2Alt=002976Lar=001884LargOri=004270AltOri=006744.JPG,"A surpresa é Agnaldo Timóteo, 3o. parágrafo.",
1980.06.19,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00072,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",I0008537.png,Baixo,I0008537-2Alt=003015Lar=001884LargOri=004272AltOri=006837.JPG,"Show, Projeto Pixinguinha.",
1980.06.20,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00073,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",I0008587.png,Baixo,I0008587-2Alt=003019Lar=001884LargOri=004268AltOri=006838.JPG,"Show, 1a. coluna de atrações, penúltima atração, Projeto Pixinguinha",
1980.06.24,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00077,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Sesc - Av. Automóvel Clube, 66, Centro, São João de Meriti, RJ",I0008813.png,Baixo,I0008813-2Alt=002978Lar=001884LargOri=004228AltOri=006682.JPG,"Show, Projeto Pixinguinha.",
1980.06.25,Hemeroteca da Biblioteca Nacional,A Luta Democratica : Um jornal de luta feito por homens que lutam pelos que não podem lutar,RJ,Edição 07963,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Dulcina - Rua Alcindo Guanabara, 17, Centro, Rio de Janeiro, RJ",I0066793.png,Baixo,I0066793-2Alt=002911Lar=001884LargOri=004197AltOri=006484.JPG,"A noite é o espetáculo, 4o. bloco.",
1980.06.25,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00078,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,"Teatro Sesc - Av. Automóvel Clube, 66, Centro, São João de Meriti, RJ",I0008851.png,Baixo,I0008851-2Alt=002975Lar=001884LargOri=004232AltOri=006683.JPG,"Show, Projeto Pixinguinha.",
1980.06.28,Hemeroteca da Biblioteca Nacional,Diario de Pernambuco,PE,Edição 00172,Show,Projeto Pixinguinha,Com Quinteto Violado e Elomar,Região Sul,I0010244.png,Baixo,I0010244-2Alt=002426Lar=001453LargOri=003906AltOri=006521.JPG,Quinteto Violado… 1o parágrafo,
1980.06.29,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Projeto Pixinguinha,Propaganda,"Anfiteatro Cacilda Becker – Paço Municipal, Praça Samuel Sabatini, 50, Centro, São Bernardo do Campo, SP",4320854h.png,Médio,4320854.png,Projeto Pixinguinha,
1980.06.30,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00083,Disco,“Equatorial” de Teti,"Crítica do disco da Teti, o autor comenta brevemente sobre a convicção da Irene",,I0009189.png,Baixo,I0009189-2Alt=002936Lar=001884LargOri=004277AltOri=006664.JPG,"Quixadá já tem a sua cantora de Bossa Nova, 2o. parágrafo.",
1980.07.24,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Show,Show solo,Anúncio.,"Fulô da Laranjeira – Alameda Santos, 2528, Jardim Paulista, São Paulo, SP",4323880h.png,Baixo,4323880.png,"Shows, 1a coluna, Irene Portela",
1980.07.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Show,Show solo,Anúncio.,"Fulô da Laranjeira – Alameda Santos, 2528, Jardim Paulista, São Paulo, SP",4324149h.png,Baixo,4324149.png,"Shows, 2a coluna, Irene Portela",
1980.07.27,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Show,Show solo,Anúncio.,"Fulô da Laranjeira – Alameda Santos, 2528, Jardim Paulista, São Paulo, SP",4324708h.png,Baixo,4324708.png,"Shows, 1a coluna, Irene Portela",
1980.07.28,Hemeroteca da Biblioteca Nacional,Jornal do Brasil,RJ,Edição 00111,Teatro,Três dias para Donana,Donana era um monólogo,"Teatro Leopoldo Fróes – Rua Manoel de Abreu 16, Centro, Niterói, RJ",I0010629.png,Baixo,I0010629-2Alt=002969Lar=001884LargOri=004279AltOri=006744.JPG,"Teatro, segundo bloco, terceira coluna, Donana.",
1980.08.10,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Disco,“Fonte Nova” de Chico Maranhão,Breve crítica do disco “Fonte Nova” do Chico Maranhão,,4258574h.png,Baixo,4258574.png,"Discos/Lançamentos, 2a coluna, centro, Chico Maranhão",
1980.08.15,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Anuncio do show de Deo Lopes,,"Teatro Tuquinha – Rua Monte Alegre, 1024, Perdizes, São Paulo, SP",4259170h.png,Baixo,4259170.png,"Shows, 1a coluna, Deo Lopes",
1980.08.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Show,Projeto Acorde do Teatro do Bexiga,Anúncio.,"Teatro do Bexiga – Rua Rui Barbosa, 672, Bela Vista, São Paulo, SP",4324711h.png,Baixo,4324711.png,"Shows, 1a coluna, Irene Portela",
1980.08.25,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Show,Projeto Acorde do Teatro do Bexiga,Breve descrição.,"Teatro do Bexiga – Rua Rui Barbosa, 672, Bela Vista, São Paulo, SP",4324745h.png,Médio,4324745.png,"Shows, Transe, coração e veneno",
1980.08.26,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Show,Projeto Acorde do Teatro do Bexiga,Anúncio.,"Teatro do Bexiga – Rua Rui Barbosa, 672, Bela Vista, São Paulo, SP",4324955h.png,Baixo,4324955.png,"Shows, 1a coluna, Irene Portela",
1980.09.04,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,Anúncio.,"Casa de Chá Erva Doce – Rua Cônego Eugênio, 442, Pinheiros, São Paulo, SP",4260738h.png,Baixo,4260738.png,"Shows, 1a coluna, Irene Portela",
1980.09.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,Anúncio.,"Casa de Chá Erva Doce – Rua Cônego Eugênio, 442, Pinheiros, São Paulo, SP",4260943h.png,Baixo,4260943.png,"Headline e Shows, 1a coluna, Irene Portela",
1980.09.06,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,Anúncio.,"Casa de Chá Erva Doce – Rua Cônego Eugênio, 442, Pinheiros, São Paulo, SP",4261127h.png,Baixo,4261127.png,"Shows, 1a coluna, Irene Portela",
1980.09.09,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Disco,“Maricene” de Maricene Costa,"“Bailarina”, composição de Irene, para a peça “Três Dias Com Donana” de 1974",,4261927h.png,Baixo,4261927.png,"Maricene grava enfim seu LP, 1o paragrafo e 1o da 2a coluna",
1980.09.11,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,Anúncio.,"Casa de Chá Erva Doce – Rua Cônego Eugênio, 442, Pinheiros, São Paulo, SP",4262272h.png,Baixo,4262272.png,"Shows, 1a coluna, Irene Portela",
1980.09.12,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,Anúncio.,"Casa de Chá Erva Doce – Rua Cônego Eugênio, 442, Pinheiros, São Paulo, SP",4262447h.png,Baixo,4262447.png,"Shows, 1a coluna, Irene Portela",
1980.09.13,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,Anúncio.,"Casa de Chá Erva Doce – Rua Cônego Eugênio, 442, Pinheiros, São Paulo, SP",4262593h.png,Baixo,4262593.png,"Shows, 1a coluna, Irene Portela",
1980.11.03,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Citação,Projeto Musical Funarte,Apresentação do show de Cauby Peixoto.,,4270147h.png,Baixo,4270147.png,"Espetáculos arejados, com Caubi e Matogrosso, final do 2o paragrafo",
1980.11.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Folhinha,Citação,Projeto: Arte Escola Formação e Informação,Teatro Célia Helena,,4331237h.png,Baixo,4331237.png,"A “barra” está em cartaz, 6o paragrafo",
1980.12.08,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Primeiro Caderno,Citação,Projeto: Arte Escola Formação e Informação,Teatro Célia Helena,,4275602h.png,Baixo,4275602.png,"A temporada nas peruas do SNT, 2a coluna, 2o paragrafo",
1980.12.19,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,Anúncio.,"Bar do IAB – Rua Bento Freitas, 306, República, São Paulo, SP",4332316h.png,Baixo,4332316.png,"Shows, 1a coluna, Irene Portela",
1981.01.15,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show com Eliane Estevão,Anúncio.,"Taverna Boêmia – Rua Treze de Maio, 37, Bela Vista, São Paulo, SP",4302810h.png,Baixo,4302810.png,"Shows, 1a coluna, Irene Portela",
1981.01.30,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,Foto,"Bar Assanhado – Rua Abílio Soares, 201, Paraíso, São Paulo, SP",4306077h.png,Alto,4306077.png,"Shows, 1a coluna, Irene Portela",
1981.01.31,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Show,Show solo,,"Bar Assanhado – Rua Abílio Soares, 201, Paraíso, São Paulo, SP",4306116h.png,Baixo,4306116.png,"Shows, 1a coluna, Irene Portela",
1981.04.01,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Anuncio do show de lançamento do primeiro disco de Deo Lopes,Irene como diretora geral do show,"Teatro Lira Paulistana – Rua Teodoro Sampaio, 1091, Pinheiros, São Paulo, SP",4306366h.png,Baixo,4306366.png,"Shows, 1a coluna, Deo Lopes",
1981.04.02,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Anuncio do show de lançamento do primeiro disco de Deo Lopes,Irene como diretora geral do show,"Teatro Lira Paulistana – Rua Teodoro Sampaio, 1091, Pinheiros, São Paulo, SP",4306716h.png,Baixo,4306716.png,"Shows, 1a coluna no final, Deo Lopes",
1981.04.03,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Anuncio do show de lançamento do primeiro disco de Deo Lopes,Irene como diretora geral do show,"Teatro Lira Paulistana – Rua Teodoro Sampaio, 1091, Pinheiros, São Paulo, SP",4307053h.png,Baixo,4307053.png,"Shows, 2a coluna, Deo Lopes",
1981.04.04,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Anuncio do show de lançamento do primeiro disco de Deo Lopes,Irene como diretora geral do show,"Teatro Lira Paulistana – Rua Teodoro Sampaio, 1091, Pinheiros, São Paulo, SP",4307334h.png,Baixo,4307334.png,"Shows, 2a coluna, Deo Lopes",
1981.04.05,Acervo da Folha de S. Paulo,Folha de S. Paulo,SP,Caderno Ilustrada,Direção,Anuncio do show de lançamento do primeiro disco de Deo Lopes,Irene como diretora geral do show,"Teatro Lira Paulistana – Rua Teodoro Sampaio, 1091, Pinheiros, São Paulo, SP",4307794h.png,Baixo,4307794.png,"Shows, 2a coluna, Deo Lopes",
